ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
33,Putting on makeup,This is a tutorial on how to start a campfire.,the routine,People sails in a rocky river on inflatable individual boats. The boats pass with difficulty between the rocks. then,"['is now standing next to a christmas tree speaking.', 'begins to put eye shadow on her eyelids and rubbing it in.', 'holding a plastic bag, and placing it on her nose, then she holds her right eye and showing her eye.', 'puts the contact in her right eye, then puts a small lens between her eyes which she then puts into a pair by following the other lens.']",activitynet~v_4q7LmVSgIPk,train,indomain,2
1156,Polishing forniture,We see a man making shots in hockey with title screens in between. A man shoots a shot at hockey and makes it and we see a slow motion recap.,the clear blue skies and the bright sun shinning,A pair of handlebars are detached from the bike and is laying down flat on a table. the man,"['sets the bottle down and shows a different clip of him drinking.', 'is looking out into the night.', 'is using a razor on his legs, then shaving them with a pink razor.', 'drops the bottle from his mouth, smiling.']",activitynet~v_Exu0qsz42fQ,train,indomain,3
126,Mixing drinks,Two men are seen holding hands with a ref holding them together and leads into an arm wrestling match.,the man in the blue shirt,A girl is seen smiling and waving to the camera followed by her holding up a contact lens and cleanser. She mixes the two together followed by putting the contact lens in her eyes. she,"['lower and fades to black.', 'change to a full view on the field as others are joined by a man.', 'turned to focus on the field as the man continues his tutorial on the machines.', 'are changing and when we get a close up of the man we can finally see the string he is pulling on.']",activitynet~v_6fgk5PKVS2o,train,indomain,3
1366,Preparing pasta,A group of men are talking in a room.,they,The man in the center is demonstrating a hairstyle on the person wearing the blue shirt. the man in the blue shirt,"['got of from the beam, he walked towards the yellow container that contains white powder, then went back to the beam and did his tricks by swirling around.', 'reach the end of the beam, he threw the dumbbells down at the end and walked off which brings back a group of squad members watching him as he walks away.', 'reach bottom of the beam, he ran out of the beam, however, he came up short because he continue to spin while he is on the ground.', 'gets into position he jump inline, started to spin and then quickly finish off the jump.']",activitynet~v_7wyt_-SoudU,train,indomain,2
1403,Fixing the roof,People sails in a rocky river on inflatable individual boats.,a woman,He begins welding the two plates of aluminum. Then he hits the plates with a hammer and scrubs off the dust. he,"['does not seem to notice any snow at all, until he is so deep into his task that he needs help which he receives quickly and easily.', 'vigorously shovels the snow and cow shit out of a truck.', ""'s dog is shown shoving snow into a bucket on his porch."", 'gets out a snowblower and starts snowblowing his driveway.']",activitynet~v_2L9pp85KvbQ,train,indomain,2
177,Elliptical trainer,Two men are seen speaking to the camera when another walks into frame laughing and walks away. The men continue speaking then lead into an arm wrestling match between the two.,after that,There are several people getting ready to ski. there,"['is ironing a pink shirt in a garment rack.', 'flips the piece of clothing.', 'removes the iron and shows the wet shirt.', 'then irons a piece of paper clothing.']",activitynet~v_4j7_nh61bvo,train,indomain,1
404,Getting a tattoo,"Doing the middle of the routine, half of the girls sit in the back behind the rest of the cheerleaders as they do a part of the routine.",she,"The man in gray sweater lean on the table and look at the ball, he then hit the white ball and hit the yellow ball, while the man in plaid shirt sat on the chair. the man in gray sweater","['is welding the metal throughout a workshop.', 'is welding a metal pot and smoke is spreading out of the pot.', 'is holding a logos and the news story online.', 'is wearing white goggles welding guns on a black board.']",activitynet~v_047dUA_39x8,train,indomain,2
1137,Skiing,"The words ""friendly fire"" appear. A group of people play paintball on a grassy field with inflatable obstacles. The words ""stupid hopper"" appear.",we,They then show clips from an outdoor volleyball game. The team mates hit the ball back and forth over the net. afterward,"['glugs appears on screen.', 'appears on the screen.', 'and the camera pans left to show a room full of sinks.', 'appears on the screen while the man barbers.']",activitynet~v_2N129Bw1jiQ,train,indomain,0
1036,Playing congas,A little girl in a room standing in front of some chairs is hitting a dora pinata. She hits it a few times and then its someone else's turn.,the shiner,Descriptive text is shown against a red movie curtain backdrop. a coach,"['started to drink the bottle inside the bed dragging the butt on the bedding.', 'went back to bed and pretend to sleep while the girl went back in the room.', 'washed clothes in the sink is the little girl came back.', 'go hilly and know the bottle and drink the juice.']",activitynet~v_3vs3ofTw1vY,train,indomain,2
323,Arm wrestling,The man cracks an egg and whisks the ingredients in a bowl. A ladle is shown next to the bowl.,the man in neon green jacket,The man flips the pancakes. The pancake is placed on a plate and syrup is poured on it. the man,"['folds the presents in circular circular fashion with scissors.', 'cuts the cellophane and then proceeds to roll up the tissue paper covered toy.', 'takes a larger wrapped present, and a third gift wrapped.', 'peels off a corner of fabric, and places the toy on an amputee.']",activitynet~v_2-xPjKzp-Kk,train,indomain,0
1258,Starting a campfire,A woman pole vaults over a tall bar.,they,. a man riding a horse and swinging a rope around,"['unstraps the handlebars and puts them back up and begins to pedal of his bike.', 'rolls them up and ties the handles with a pulley.', 'then shows with his knife and begins to a process of cutting them in half and putting them back to the bike.', 'then picks up the handlebars and sticks them back into the bike tightening them with a key.']",activitynet~v_0PyY_iHBZHk,train,indomain,3
1182,Fixing the roof,"A woman blowing kisses at the camera, then inserting her contact lenses.",both the players,"A lady named linda, creator of paint along is demonstrating how to do an acrylic painting. she","[', the player returns and try to get the ball.', ', the players continue playing, while the partner gets frustrated and gives up.', ', the two men continues playing squash.', 'another player throws the ball to his partner, then he goes after the ball.']",activitynet~v_ArGF2CfOxkY,train,indomain,2
1302,Cricket,He finds another arrow and shoots. He takes another shot of an arrow. Another arrow is grabbed and he shoots.,numerous surfers,"Someone begins to cut various vegetable with a knife, this includes a green vegetable and onions. next an empty metallic pan","['ends with the cheerleaders walking away from the stage and walking their horses.', 'ends and two more girls start to show their equipment and things before they quickly go back to performing in the front as they all smile and wave to the camera.', 'ends and they all run across the stage with spirit fingers before leaving the stage.', 'ends and goalie takes a bow and a signal goes off for the rest of the cheerleaders.']",activitynet~v_Bl2Hqx3h9Fw,train,indomain,2
727,Zumba,We see a lady washing a white towel in a sink.,the camera,He uses an electric clipper to groom the sideburns and the temples. He also trims the back and sides of his head with the clippers. he,"['stirs up the dough and slides the stainless steel dough into a rack.', 'then cuts up vegetables.', 'ladles the pancake batter onto the griddle.', 'pours ingredients and stirs them around to cook the egg.']",activitynet~v_BtKLAioC21g,train,indomain,1
1335,Baton twirling,"People practice ballet in a studio alone and in couples. Then, a boy and a girl dance ballet, then a man enter and dance with the girl.",a man,"A man in blue shirt and jeans is wearing black gloves and trimming the hedge with an orange trimming machine, doing the side first then the front and then the other side. he","['then stands up and walks to a part of the roof where she lifts up a black shingle on the roof.', 'turns on a machine attached to a hand cart with multiple metal rails and drives it underneath a large roof.', 'raise her left leg to the graffiti, move it partially along, and just gets herself started climbing the tiles.', 'holds her back while she works on the roof, she holds her legs behind her legs.']",activitynet~v_-Xl95IW5H_s,train,indomain,1
1213,Arm wrestling,People are playing lacrosse on a field.,he,A group of men are talking in a room. several fighting scenes,"['moves the racket and ball up to demonstrate how to properly serve the ball, followed by him actually serving the ball in slow motion.', 'shoots the ball around a tennis ball from across the court and hits the ball down the court.', 'watches the play of racket and hits it toward the ball and catches it.', 'then walks over to a net and places the ball into the net followed by several others on the court and speaking back.']",activitynet~v_G_kJ-Af89ew,train,indomain,1
510,Polishing forniture,A scene from th big bang theory is shown and the man is lying down in a table in a tattoo room and a tattoo artist is standing by him.,the men,Some swimmers on the side lines are watching them. They start throwing a ball back and forth around. a man in the corner of the pool,"['is also working on improving aluminum which shows its solvable by working outdoors on a roofed roof.', 'is also talking about how to remove abrasive metal from the bottom of a flame resistance welding machine, such as the pivoting stilts.', 'shows a new product called nova, which is an electrode for cleaning dirty aluminum.', 'is talking about special effect welding the metal.']",activitynet~v_-2dxp-mv2zo,train,indomain,0
994,Hopscotch,The man is now back at his starting point where he was originally standing and he's talking again.,as he,She puts the baby powder soaked toothbrush onto the shoe and starts to rub it there. Then she grabs the blowdryer and blowdrys the shoe and scrubs them again. then she,"['solves again two times the puzzle in less time.', 'solve the puzzle and lift his hands, then he solves the puzzle and celebrate.', 'solve the vending machine.', 'is seen again in a different area and solve again.']",activitynet~v_-fBTCykx4gM,train,indomain,0
1396,Vacuuming floor,"You will need a toothbrush, baby powder, a glass cup or bowl, bleach, and q-tips, blowdryer, and water.",the camera men,He takes another shot of an arrow. Another arrow is grabbed and he shoots. He takes another one and shoots it. he,"['lands on a yellow mat under her.', 'looks upward smiling then falls off the bar.', 'does several tricks with her pole.', 'dives onto a mat, rolling over.']",activitynet~v_6TxGVSw6Ayw,train,indomain,1
1128,Hitting a pinata,A video of clipping a cats toenails is shown. Each paw is grabbed and the nail is pushed out and trimmed.,when he,A woman in a yellow shirt is holding a bottle in her hand. She opens the bottle and pours it into a bucket on the ground. she,"['joins another woman in washing dishes.', 'irons a piece of clothing on an ironing board.', 'cuts a potato using the egg gun.', 'cuts a rectangle with a knife and places the squares in the cookie dough.']",activitynet~v_548xC74c6MQ,train,indomain,0
44,Getting a tattoo,A woman puts a harness on. A man clips a rope to the front of the woman's harness.,we,We see a title screen for a cake. We then see a lady cooking. The lady puts gelato in a bowl. the lady,"['is shown dragged through several times as the keeper waits to see if he missed it correctly.', 'is shown twice more while serving two times, which is followed by the score being shown.', 'is shown several more times to demonstrate how to properly perform this serve.', ""is then shown to serve and the result isn't the same as the previous shot.""]",activitynet~v_0PyY_iHBZHk,train,indomain,3
574,Getting a tattoo,.,he,People sails in a rocky river on inflatable individual boats. the boats,"['is talking about surfing and being on the water in the boat.', 'falls and lets go of the rope.', 'gets on board followed by a button being pressed and ice flying through the air between the boat and the water.', 'turns around and paddles.']",activitynet~v_0p3JN4KJsUs,train,indomain,3
744,Surfing,An introduction comes onto the screen for a video about a jump rope competition.,he,A person tightens the holds on the handlebars. The man puts grease on the paddles and installs them before airing the tires. we,"[""'s a person skiing downhill with full speed whose shadow can be seen."", 'are several tubes lined up in a lined pathway going down a hill.', 'is a man sitting at a piano and playing the piano for the very first time.', ""are numerous inches of snow on the ground and they're playing snowboard.""]",activitynet~v_FsQWaEejutU,train,indomain,0
248,Putting on makeup,A young man is talking the the camera. The man stands with a stick in his hand.,the,Another man holding a baby holds up the kite's spool. A third man works on a similar kite while the second man holds a spool. the men,"['climbs up the black shingle and smiles at the camera.', 'then lifts up another shingle and throws them onto the roof and lights it.', 'is now on standing on the ground in front of the house smiling and talking.', 'then climbs on front the shingle and hangs from the cord while she talks to another woman who is seated on a second shingle.']",activitynet~v_HlFnWOx53XU,train,indomain,0
1185,Putting on makeup,"Two men walked over the football table, one man counted the dice on the side.",the woman,A large kite is seen flying over a beach with people wandering around on the sides. a man,"['then goes back to more fighting with different men somewhere outdoors where he continues to win the fights by hitting and occasionally kicking.', 'continuously hits the opponent backs with his arm and then also his face.', 'receives encouragement from his watching competition that leads into him scoring with his team mates during the tournament.', 'then hacks and then the crowd claps for him while adjusting their grip on the obstacles and using the steppers.']",activitynet~v_28QW8P1x_LE,train,indomain,2
213,Playing water polo,A female chef in white uniform shows a stack of baking pans in a large kitchen presenting them.,then she,A man on the dock hands a rope to a water skier. a,"['then puts it into a cloth bag and cleans it off with a toothbrush.', 'sits down and rubs his shoe.', 'applies ointment to the shoe and resumes buffing the shoe.', 'stands up and continues explaining his foot work and talking about it.']",activitynet~v_9FAPy8NVDgY,train,indomain,1
699,Playing pool,"Then, the man writes over the snow covering the window of a car, and a woman wearing winter clothes smiles.",he,A person holding a cat straightens the cat's paw. The person cuts the cat's claws with a scissor shape clipper. the cat,"['pass over a wooden structure in the river.', 'paddle while crashing through endless waves in the river.', 'cross the final numbered buoys and glide while slowing down after the race.', 'go over large cliffs into a lagoon.']",activitynet~v_CIPSw35iF3k,train,indomain,3
694,Playing water polo,He also trims the back and sides of his head with the clippers. He uses scissors to trim the hair and give it a finished look.,people,A man riding a horse and swinging a rope around is seen chasing after a calf and eventually grabbing the animal with his rope. He holds the calf down and another man comes out to help the man tie up the calf. he,"['grabs a man in a coke bottle shirt and spins him around.', 'men begins a game of beer pong with a man dressed as a leprechaun.', 'scores a shot and celebrates.', 'makes a shot and drops a coin into her cup.']",activitynet~v_Ax8GCogz6Yg,train,indomain,2
526,Mooping floor,Some swimmers on the side lines are watching them. They start throwing a ball back and forth around.,the customer,He takes a scour and begins to scour the wall paper. He uses a paint roller to soak the wall paper for easy removal. he,"['are shown of people hitting the ball as well as the host speaking to another man.', 'are shown of people playing another sport including water polo.', 'are shown of people opening and closing them with a machine while the man blows in the water.', 'are shown of people playing water polo and the man water surfs.']",activitynet~v_DMw9Cb_Xy2A,train,indomain,1
1073,Cleaning windows,"Someone begins to cut various vegetable with a knife, this includes a green vegetable and onions.",on the return back going from his left to his right,A woman is seen kneeling on a mat in a back yard and leads into her bending backwards using her hands. she,"['vacuum the carpet in small flat vacuum pumps.', 'turn the vacuum on and begin vacuuming the floor.', 'put the vacuum in the kitchen.', 'kick it into life.']",activitynet~v_CXP20cVQN30,train,indomain,1
556,Wrapping presents,A large kite is seen flying over a beach with people wandering around on the sides. A man is seen flying the large kite while others watch him on the side.,then the man,The man drops his block and resumes buffing. The man takes the cloth to shine the left shoe. the customer,"['uses a wrench to repair a pair of bicycle wheels by pressing down on the rims using the knife.', 'cracks a bottle of detergent and kraft iron.', 'enters the scene and pulls on a pair of gloves while wearing a sports protective mask, turns on a blue machine on the back steps and picks up a solder.', 'watches a young boy assemble the bike, extracting the solder from its disassembled parts.']",activitynet~v_9qNM5tNMxK4,train,indomain,3
337,Wakeboarding,Two men play squash in a room. A player goes to find the ball and throw it to his partner.,the girl,A woman prepares for a shot put throw swinging her arms on a sporting field. the athlete,"['holds down a black ski while people ski down hill and show the other person sliding down the hill.', 'is seen standing next to him as a man is peeing in a bowl.', 'is shown speaking and instruments are shown as well as interviews.', 'is interviewed followed by several more shots of the area.']",activitynet~v_5iIJl-wjE9U,train,indomain,1
703,Making a sandwich,A scenery of a residence is shown.,the man,A person is seen standing on a tennis court bouncing a ball. Another man is seen standing ready on the other side in front of a large audience. the man,"['is rolled back and forth between the four ladies and the green team.', 'hits a woman for the red team and people run to her.', 'is then thrown, and began bouncing around the court and hitting the pucks.', 'goes to the opposing team which has a unique touch to get the ball through the racket.']",activitynet~v_G3xayqdY0TY,train,indomain,2
123,Doing a powerbomb,"The girl begins facing the camera and brushing her teeth, leaning in to the camera at one point before leaning back to continue brushing teeth.","a bowl with three cups of cold water, a cup of lemon juice, a cup of water and a cup of sugar","As he frantically brushes, a woman comes to assist him as he points to different things on the counter. the young boy","['is seen chasing after a calf and eventually grabbing the animal with his rope.', 'him is swinging down a rock wall.', 'to get other grooms on to it _start_on his back.', 'him, grabs a calf with his free hand, does flips and throws the calf and catches it with a rope attached to the calf.']",activitynet~v_DMw9Cb_Xy2A,train,indomain,2
335,Painting,We see an opening title screen. We see 5 men walking down the street sides by side.,the shiner,The barber speaks cut with scenes of a barber shop. We see a union jack flag on the arm of a chair. a large dog,"['are placed on a stand and covered with towels.', 'put shaving cream on their legs.', 'rub some lotion onto their legs after.', 'shave the legs, but leave the leg stays waxed.']",activitynet~v_81F42Yyw_iY,train,indomain,3
500,Making a cake,A female chef in white uniform shows a stack of baking pans in a large kitchen presenting them. The pans are filled with pastries and loaded into the oven.,then,"A horseman throws a rope to catch a calf while people watch. Intermediately, the man get down the horse and tie the calf. Men walks behind the horse. after","['sat on the chair and drink the rest of his drink.', 'wrapped an arm around the shoulder of a man with black hair and play a soccer match using the stick.', 'in gray sweater lean on the table and look at the ball, he then hit the white ball and hit the yellow ball, while the man in plaid shirt sat on the chair.', 'striped again the ball with wooden stick, the man hit the ball again.']",activitynet~v_9WmsYbZl1pw,train,indomain,2
89,Shoveling snow,A pair of tongs pull out a piece of meat from the pot and is placed onto a white square plate where it gets put onto a cutting board and gets thinly sliced with a large serrated knife.,she,We see a man and a woman playing competitive rock paper scissors cut with scenes of the crowd. we,"['pick up the cards.', 'change the angle of the arm and shows her knee cucumbers.', 'puts brushes on sides of the table and open the places one by one with the hand giving a thumbs up and different gestures to the client.', 'place the blindfold on the table, then she lay on her back.']",activitynet~v_6ITE3hona-4,train,indomain,3
845,Calf roping,A group sits on horses as the stand and take a rest.,the first man,The man then goes back to more fighting with different men somewhere outdoors where he continues to win the fights by hitting and occasionally kicking. lastly,"['shoots an arrow once more.', 'takes a third arrow and shoots it.', 'shrugs his shoulders while holding and shoots the arrow again.', 'takes a third arrow and shoots it from his waist.']",activitynet~v_8aYk3so14fE,train,indomain,1
1345,Archery,A woman talks to the camera.,the person,A person is getting their legs waxed on a table. They rub some lotion onto their legs after. they,"[""with him is caressing his legs to light them while the tattoo artist's arms are wrapped around him."", 'stands and talk to a woman and remove the fake tattoo sleeves.', 'is talking to the camera in their jewelry shop and you can see the man was being hit by the little ball ball with big bang theory.', 'is talking about how to tattoo and then the tattoo artist is talking about it in the room with the tattoo artist and showing different objects on table.']",activitynet~v_HMc2QoiQcoA,train,indomain,1
977,Hanging wallpaper,A person tightens the holds on the handlebars. The man puts grease on the paddles and installs them before airing the tires.,the people,We see a gelato store outside. We see a title screen for a cake. We then see a lady cooking. the lady,"['has to hit the ball to hip and allows it to land in the court in first place.', 'hits the ball with a front hand swing and his opponent leaps forward to return the ball.', 'and white shirt prepares his serve and hits the ball of water in the net high up and the other player with black and white t-shirt stands and prepares to invite his opponent to play.', 'hits the ball in the racket hard, but he has a monitor in his left hand so the ball does not hit him right hand on the racket.']",activitynet~v_8hkVzhEKqpY,train,indomain,1
679,Playing congas,A man is completing a rubiks cube. A timer is sitting on the table next to him.,he,"A close up is shown of an image on a cell phone. A male gymnast runs, flipping back and forth across a mat. he","['then wraps the present in gifts.', 'loops the paper around the box one by one.', 'removes the wrapping paper using gloves.', 'tapes the present shut.']",activitynet~v_8DIfyvX7H8Y,train,indomain,0
1272,Hula hoop,A dog is seen laying comfortably in a large bowl with a man beside him.,he,A large truck pulls up to the house and a man begins to unload shingles onto the roof. the woman,"['goes from there, doing a flip and a backwards flip on the parallel bars.', 'does several knee lifts, then lays on the parallel bars.', 'dismounts and lands on a mat.', 'performs at first, jumping between bars.']",activitynet~v_1OJa2iiFxfk,train,indomain,0
634,Welding,She then turns the water on and begins to rinse her hands and flex her fingers to make sure all of the soap is off.,he,Business details are written in white text on a black background. Men wearing jackets pressure wash a white car in a parking lot. two men,"['then flips off and is seen standing ready to perform.', 'bends forward also using her feet as well as her palms and ends by kneeling down and kicking the air one last time before jumping onto the mat.', 'then puts her hands all the way down on the ground while still continuing to look up.', 'holds up a bottle in front of her face and starts brushing a box in the back yard using her hands.']",activitynet~v_-tv6laq1ic0,train,indomain,3
1543,Fixing the roof,People are in stands watching two teams in a pool play pool soccer.,the lady,"Then, a man writes on a paper and shows the young man. The young man solves again the puzzle is less time, and the man takes note. after the young man","['prepares them and then closes the shoe box as the shoe stops buffing.', 'moves his right foot down and places his left foot on the stand and the man starts polishing the shoe.', 'grabs the stop and goes back to buffing the shoe.', 'finishes buffing and stands up.']",activitynet~v_EHXpUlacN88,train,indomain,0
812,Putting in contact lenses,A man talks to the camera while seated at a drum set while another man plays drums in the background. The first man plays the drums.,then,The woman cuts the cellophane and then proceeds to roll up the tissue paper covered toy. The woman twists the ends of the cellophane and tapes the package shut. ribbon,"['ropes a strip of latex paper and folds it straight over.', 'places the wrapping paper over the gift wrapping.', 'takes the wrapping paper off and shows the end of the gift.', 'shows the package to the camera and sets it on a counter.']",activitynet~v_E7rhlhVA0SY,train,indomain,0
1382,Welding,A man is seen speaking to the camera while holding a large accordion in his hands.,finally she,"Two men walked over the football table, one man counted the dice on the side. The players twist and push and pull the poles as they play on the table. the camera men","['sits on the side of a boat while the other passengers are on the lawn.', 'leans against the edge, watching the boats.', 'is talking by a sandy spot.', 'is marooned on her deck.']",activitynet~v_2DtotlMv9Gg,train,indomain,3
35,Zumba,"A lady named linda, creator of paint along is demonstrating how to do an acrylic painting.",we,He finds another arrow and shoots. He takes another shot of an arrow. Another arrow is grabbed and he shoots. he,"['is now sitting on top of an object and they take it off.', 'is moved and the car drives over it, followed by a tire being pulled over.', 'is sitting on the floor of the car.', 'is removed then the car is gas cleaned.']",activitynet~v_9N1525JmqZQ,train,indomain,3
333,Chopping wood,A woman in a yellow shirt is holding a bottle in her hand. She opens the bottle and pours it into a bucket on the ground.,next the woman,Next an empty metallic pan is shown as someone pours oil and the vegetables into it. They then begin stirring the vegetables with the oil. after this,"['music with headphones appears yet again and starts to play and fades back into the inside close up.', 'is talking to the camera while a man behind him is standing and the man beside that standing man is controlling the steering wheel of the boat.', 'is working on a laptop while another man engages in a video game.', 'explains that the wooden seat cushions are not part of the boat and that makes it easier for him to get comfortable and comfortable while rocking back and forth in the boat.']",activitynet~v_BNa85xIhNqA,train,indomain,3
1069,Snow tubing,A person is seen standing in the middle of a gym holding a tennis racket. The person then begins hitting a birdie across the gym.,in the end,"A man dressed in a blue uniform is fighting against a male dressed in an all red uniform. The man in the red, picks him up and drops him down on the wrestling match. after","['walk on a chainsaw and chop through in the middle of the left edge of the fence.', 'get into position to do frame, then they leave the house smiling.', 'then begin to hula hoop until the woman loses.', 'stand in the middle of the yard and down for a bit.']",activitynet~v_GXEuuWhEMCY,train,indomain,3
724,Table soccer,A person holding a cat straightens the cat's paw.,she,Then he shows how to use fans to ventilate the room. He takes a scour and begins to scour the wall paper. he,"['is talking to them.', 'is kissing a man.', 'is standing up next to them.', 'starts talking to another woman.']",activitynet~v_9DVsv84awMg,train,indomain,1
283,Cleaning shoes,"A view of a wide ocean taken from a boat appears and various men are shown doing different things on the boat on both the inside and the outside and include steering the wheel up deck, or sitting at computers monitoring things.",an older girl,Tools sit on a table and we see a person unpack a bike and assemble it. We see the man put a tire on the bike. a person,"['an elderly woman.', 'a person as they kneel each side of him.', 'a man holding a bag.', 'the last man knocking him over.']",activitynet~v_-fMxoShIXiM,train,indomain,3
443,Playing drums,"A boy enters the scene and pulls on a pair of gloves while wearing a sports protective mask, turns on a blue machine on the back steps and picks up a solder. The boy then begins to solder a disassembled bicycle on the ground in a backyard.",the woman,A woman practices floor gymnastics while others engage in various activities in the background. A second woman practices floor gymnastics. the two women,"['puts a straw in it and holds it up.', 'shakes it and pours ice and other liquids into the other glass.', 'puts a straw in the drink and shakes it around.', 'tops off the shot glass.']",activitynet~v_FtHP0PNqo2s,train,indomain,3
1452,Shaving,We see a gelato store outside. We see a title screen for a cake. We then see a lady cooking.,more shots of the game,We see a man preparing and throwing shotput. We see a man running to measure the distance. We see a man standing and measure. we,"['is sharpening a knife with a ruler.', 'starts cutting a piece of wood with the knife.', 'is sharpening a knife on a piece of a table.', 'starts sharpening a knife with a long thin knife.']",activitynet~v_96HJ_LqNdkg,train,indomain,2
1447,Playing lacrosse,The man and woman put on a tutu and blindfolds. They then begin to hula hoop until the woman loses.,the man,Paint is shown being mixed on a styrofoam plate. a hand,"['appears in a bald white head.', 'carries his wife up the stairs.', 'wearing a blue cape is practicing from a piano in a room.', 'is standing by watching him.']",activitynet~v_2Mj26IwwEiY,train,indomain,1
332,Starting a campfire,A person is seen riding along the water in a kayak.,they,"Then there's a close up shot of a large knife that is crushing a bunch of garlic cloves that also get thrown into the pot and the seasonings and meat are gently stirred then quickly shows that the water is now boiling and text shows up that say's ""about one hour per pound"", and a lid gets put onto the pot. a pair of tongs","['throw the ball and hit the yellow ball, the man in blue sweater grab the ball and threw it.', 'sat on the chair on front the table and go on holding the yellow balls that hit the blue ball.', 'continue to play the billiard, making the balls shoot in the holes.', 'sit on his white table.']",activitynet~v_7yg2zbiTJJ4,train,indomain,1
894,Zumba,"A little boy walk toward the sink. The boy stands on front the sink and puts toothpaste on the brush, and then brush the teeth.",he,He stirs everything in the pot together. He then takes a scoop of that and puts it on a plate with vegetables on it. he,"['says hi to the forest.', 'takes a swing at the arrow.', 'shoots at a string.', 'grabs another arrow and shoots again.']",activitynet~v_28QW8P1x_LE,train,indomain,2
322,Getting a haircut,The men play against one another while taking breaks to get a drink and speak with team mates.,we,A man wearing a black shirt is demonstrating how to polish wood and other surfaces using liquid polish and a white soft cloth. he,"['holds them up then holds up a needle and force her to put it in her eye and continue to hold up her eye lens.', 'then shows off her contact then puts it inside her eye.', 'holds up two contact lenses and talks to the camera.', 'finally shows off her eyes in the end and gives the camera a thumbs up.']",activitynet~v_8_RfK2rp2To,train,indomain,1
167,Playing badminton,The camera zooms in to show people swimming in the pool and some playing volleyball in the pool. One person gets out of the pool and walks away.,an old man,"A boy enters the scene and pulls on a pair of gloves while wearing a sports protective mask, turns on a blue machine on the back steps and picks up a solder. The boy then begins to solder a disassembled bicycle on the ground in a backyard. the boy","['then does heavily beam with the first woman.', 'is shown stretching her leg in the air.', 'is sitting at the speed of light and flashing the flag high into the air.', 'is shown with her cheerleading outfit on and the third woman performing same move.']",activitynet~v_0UcBldDI0RA,train,indomain,1
287,Shaving,A woman is walking down the street with two dogs.,he,We see a lady washing a white towel in a sink. the lady,"['truck is parked in the parking lot.', 'is standing in a green field.', 'door is seen moving across the screen and the woman stops playing and is smiling.', 'is behind the woman that is playing bagpipes.']",activitynet~v_Cz2ut3p7nw0,train,indomain,2
717,Playing drums,The second woman is shown stretching her leg in the air. The first woman is shown performing gymnastics once more.,the woman,There is a man on a horse waiting for the time to get going to start. once the gates,"['begin to walk on a small path.', 'continue to play obstacle topic until three men appear and push them out of the field.', 'do a down and right, then "" 2/3 lauf "" appears.', 'again play paintball on the field.']",activitynet~v_DCCD1fufXfY,train,indomain,2
1318,Getting a tattoo,A man is kneeling down on a blue mat.,there,The man and woman put on a tutu and blindfolds. They then begin to hula hoop until the woman loses. afterward,"['see riders perform jumps and people riding bikes.', 'then see a closing title screen.', 'see him go over a bar, then start to do tricks as he passes over obstacles.', 'switch to a black and white image.']",activitynet~v_2U_BUV8PLtk,train,indomain,3
956,Waterskiing,Business details are written in white text on a black background. Men wearing jackets pressure wash a white car in a parking lot.,he,"He grabs another arrow and shoots again. Once more, he shoots an arrow. He finds another arrow and shoots. he","['is done, he is given a wand and looks in the mirror, smiles and drinks water.', 'is done, they continue to brush their teeth.', 'is done, he is given a bar of soap and has to wash hands.', ""'s done, they get in the car and walk away.""]",activitynet~v_0wwx4wnHv-U,train,indomain,3
764,Sailing,Tai chi combat along with his website and various other website icons are located on the bottom right.,he,A cheer-leading team begins to hold up posters as their mascot runs behind them. they,"['hits the other after pulling the other down the court.', 'takes out a tennis ball while moving the other creatures around.', 'stands while the other kicks and hits at him while the pudding team cheerleaders cheer on.', 'performs an impressive flip that leads to a man speaking to the camera and showing more shots of impressive dodgeball play.']",activitynet~v_BUk-fR6TAnk,train,indomain,1
1326,Horseback riding,The man in blue helmet is paddling through the water current. Two rafts are stuck in running water.,he,A person's hands are seen close up on a tool and begins moving the handle around and taking the tool apart. the person,"['are riding in a stationary boat, the waves are taking them over and they started to fall off.', 'are going across the waves.', 'are sitting on a beach next to a tree, one of them is holding their surfboard as they ride through the waves.', 'are climbing on the stairs.']",activitynet~v_Cz2ut3p7nw0,train,indomain,2
1552,Making a cake,Three women are standing in a park in a field doing yoga.,she,. the athlete who is wearing gray tights and black shirt with number 2 on it,"['draws straight lines across the canvas with an orange color.', 'takes a jack o lantern to light the canvas.', 'begins adding a bit more yellow and then the blue tone that she showed finishes.', 'shows the finished and feels very satisfied.']",activitynet~v_9K97gmkVbyQ,train,indomain,1
1479,Playing badminton,"He shows a new product called nova, which is an electrode for cleaning dirty aluminum. He shows two aluminum plates that are joined together for demonstration purposes.",the lady,A man watch through a window two bears copulate while brushing a shoe. a girl,"['does some gymnastics on her knees.', 'runs her hands through her hair as she talks.', 'is using gongg to blow dry her hair.', 'is playing a messy drum set.']",activitynet~v_9WmsYbZl1pw,train,indomain,0
544,Tango,We see an opening title screen. We see 5 men walking down the street sides by side. A man looks at the men.,they,A little boy walk toward the sink. the boy,"['adds eyelash extensions on her eyes.', 'takes down the lens into her palm, and uses scissors to cut the lens right in half.', 'inserts colorful wrapping paper, shaking that with rhinestones on it.', 'then takes the contacts out and put them in her eyes.']",activitynet~v_B_NQ_U2JEp4,train,indomain,1
