id,question,question_concept,choices,answerKey
5527a12c5fb62a4cbd0824d583019947,"He wanted a house that was gated off from other places, where should he start looking?",humans,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['being happy', 'glee', 'smoke', 'stress relief', 'may laugh']}",C
fdb2f8042795935c4c5b6a35f1939f9f,"The people in class were instructed to brainstorm ideas, how would they use their minds for this?",cotton,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['stress', 'food', 'that you', 'spending money', 'walking']}",D
3fef24d7a9fb1277e34a9f974ff224c7,Where is microphone boom likely to be used to record an album?,balalaika,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pub', 'plane', 'beer', 'store', 'fraternity house']}",B
ff27630bebc1e4637efd60af36d3aa1a,When would you be able to see your reflection in a piece of wood?,playing sports,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['birthday party', ""child's hand"", 'grocery store', 'sky', 'up in the']}",A
037b67b11456abd7e556d3a864eceba4,How can buildings like the Empire State building be described?,doctor,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['house', 'music shop', 'studio', 'storage', 'closet']}",B
76975c841529a2a32edd5ccce8904fa7,"The evacuation became mandatory, so what came on the TV?",fiddle,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['stripes', 'seat belts', 'breaks to help stop', 'tires', 'radios']}",D
98717aa79be7f97bd2bc30ddb955bde3,"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",friends,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['arena', 'building', 'dock', 'concert hall', 'museum']}",D
8817dade72e2a2f4cb6c6931c866e286,"James's bouncing rubber balls were at rest, and so he could sleep.  He would get up in the morning, and then put them in what state again?",person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['united states', 'atlas', 'developed land', 'park', 'countryside']}",E
cc51d7057648d7fce97390dcffb80993,"Mom is tidying a house, where would she put the loose dictionary?",person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['europe', 'big house', 'tuxedo', 'palace', ""men's room""]}",E
bf02238ab227b089b1abd6c8296ae62c,Where are there more telephone booths?,mighty,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['utah', 'south america', 'new hampshire', 'japan', 'new mexico']}",C
f080ab037c1aaf689a43cc030e9d93e9,What is the hope of playing sports without competition?,electric motor,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['jar', 'stick to fingers', 'beehive', 'stick to fingers', ""farmer's market""]}",C
84a559081220249df3a27f1f406594f6,What is likely to have more than one level in a city?,ficus,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['alabama', 'tennessee', 'violin case', 'music store', 'bow and strings']}",A
425b0b6a8a1ab08dd22112225f7d5b80,"If you want to make a big splash in a river with a rock, from where should you throw it?",fiddling,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['accompaniment to meal', 'waitress', 'cafeteria', 'home', 'menu']}",C
e3b05b99436effba6ae8badb4639e14c,"A person writes a check to a clerk, where does the clerk put them?",machines,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['countryside', 'city', 'dairy farm', 'butcher shop', 'canada']}",B
a40f5339ee858a0a119cbac052c5a2d0,"James chose to not to print the cards, because he wanted to be more personal. What type of cards did he choose, instead?",fox,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['playground', 'mexico', 'town', 'outside', 'world cup']}",B
d5e7d770bd72ce631b4cacd96d9a578d,What is a lover likely to want to do with their partner?,ball,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['court', 'dinning room', 'throne room', 'monarchy', 'castle']}",B
1d9fa8cbc9c9adb1713cc02760b39bfa,What is eating too much dinner likely to result in?,people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['happy', 'smile', 'calm', 'entertainment', 'relaxation']}",D
864ff0aa11611d0de8865034ac0ecb86,"The camper looked up at the vast night sky, it left him feeling mighty what?",saucepan,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['sorrow', 'paying bills', 'happiness', 'frustration', 'spending money']}",C
9a5ae9ae6a2a726264402ae77be3a5f6,"He waited for his friend at the squash court, but he was worried his friend thought he meant the at the other end of the public what?",magazine,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['see work', 'shocked', 'humor', 'startled', 'funny']}",A
5f26970bd0b7b4a38f185aa5d5688717,Johnny and bill fought over money.  Johnny wanted it to be over.  What might he choose to do?,cleaning clothes,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['economic instability', 'not noticeable', 'spend more', 'rising interest rates', 'boring']}",C
e99da2b1d9ec4be89c2b42407aa5a15f,Where in a town would you put your shed?,fruit,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['gas stations', 'city', 'london', 'train station', 'airport']}",C
61f22cb24a48ebee1302161e6a1dc736,"Learning languages is difficult.  Even in a full immersion environment you're likely to make mistakes, mistakes will cause misinterpretation, which will be uncomfortable, which will cause what?,",illness,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hoof', 'kentucky derby', 'race track', 'painting', 'triple crown']}",A
c71eb7cd83924eb47dfdc9c8994fdd5a,Billy bounced the ball off the wall.  There was a target on the wall for him to bounce against.  Where might he be?,house,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['countryside', 'anthology', 'dull read', 'state park', 'surface of earth']}",C
f38b17e2ea4b75eb43d9e0c168c7fd50,What will you need to do to decide whether to be seeing artifacts?,mold,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['prison', 'bridge', 'locked up', 'homeless shelter', ""neighbor's house""]}",B
0f03d65affa73a0c08a8caed11a2b69f,Sam went to Paris where he ordered a blowfish at a sushi place.  Where was Sam?,stabbing to death,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['control people', 'settle everything', 'buy food', 'increase power', 'kill bill']}",B
c3b6280d05a9f9c5b031fcbeaa0ce695,You can hear testimony of how spirituality changes lives when you do what?,against,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['toy store', 'story book', 'great outdoors', 'countryside', 'wildlife refuge']}",D
e5a694ab7333ea27a942613d248b732a,What often happens after a long day of traveling?,killing people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': [""child's hand"", 'the last straw', 'hobby shop', 'end of line', 'toy store']}",A
80930e9df9ac4ad752749a54e7fc124f,"There was a show on television about a ranger who loved flowers, but the next day it was about a gardener who also loved flowers.  It was a what?",eating dinner,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hostility', 'anger', 'nose', 'fists', 'hands']}",E
50c55139afcec57c1d9c60519326034a,Where is a bald eagle safe?,glad,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['africa', 'north pole', 'roof', 'canada', 'surface of earth']}",D
1b3bf9c8c110a5a99112d8b2a9c7b2fc,Where can meat last a long time?,accelerator,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fearless', 'english carrier', 'courageous', 'brave', 'achromatic']}",B
a7be27a64aad72c029f05a2c7fc6d55f,What would you do if you want to be able to earn money?,celebrating,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['flower garden', 'garden center', 'pot', 'pot', 'formal garden']}",C
f463518f238f8f14a28eb0489241ca21,Why is waiting for the doctor difficult for people who need to do work?,money,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pleasure', 'accident', 'get somewhere', 'hurt', 'falling down']}",A
41e688b8ec1b507dbb8f8b37b40f26e6,Where could you find a fox hunting when not in a forest?,program,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['overpopulation', 'birth', 'presents', 'propagation', 'fun']}",C
ab6872dabd0cc54c55200282e19294f4,"James didn't know what to do.  He felt that he'd ruin his relationship with Jen if he took it further, and he didn't want to do that.  At the same time,  He fight that pushing farther might do what to something good?",magazines,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['matchwinning', 'cash in', 'compete', 'return', 'celebrate']}",B
7d0dc85078e9a3f6f75c0748f8f35cff,If you've thrown a rod you've done damage to what?,losing consciousness,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['shame', 'arrest', 'embarrassment', 'go to jail', 'tension']}",B
a378255dfaa7c238d1c258084726c899,"Sean was lying about the body, but he was very scared.  He constantly worried about what?",person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['accomplish', 'learn about', 'money', 'notoriety', 'religion']}",B
4dbeeb50a01a3b5c9c76d1052c4b14ea,What is necessary for learning by yourself?,dancing,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['driveway', 'the event', 'scrap heap', 'parking garage', 'repair shop']}",C
dd1f94d7288ed696f2d83b04abbf27a7,"James complained that Alexa's electric guitar was too loud and he couldn't get any work done at home,  so she decided that she should get an acoustic guitar.  Where might she look for one?",electric fan,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['football stadium', 'apartment', 'surface of earth', 'car show', 'house']}",B
23505889b94e880c3e89cff4ba119860,Where would you get a bass clarinet to take home?,president,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['wasteland', 'ocean', 'desert', 'parking lot', 'flowers']}",C
8ecfe2162ffddef20926ef2b3bc8044f,What do drugs do?,ice cream,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['being understood', 'beer', 'playing around', 'hug', 'visiting friends']}",C
f75bb741497541837b92c4c2a113f5a4,What would you change the learning process to be if someone does not like learning?,eating breakfast in bed,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['exercise', 'moving forward', 'feet', 'blisters', 'locomotion']}",E
8880e7de8b2393d5bc9ce6c25c9de663,What is a grumpy person likely to have?,playing sports,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['picnic', ""friend's house"", 'table', 'space shuttle', 'fairgrounds']}",D
0077e331c0a3d611c0d8ad367783f2ef,John loved competing because he was very competitive.  He liked being about to divide people into what categories?,children,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['alabama', 'louisiana', 'south carolina', 'arkansas', 'mountains']}",E
0a0d0c29bd60c8e15d0ac8986423c359,Where would you find some swords in your house?,bookstore,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['get smart', 'boredom', 'colds and flu', 'taking tests', 'spend time']}",A
8adc90ed047cb821793c84567a14d2e2,What do people use to absorb extra ink from a fountain pen?,calculator,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['country club', ""rich person's house"", 'pool', 'park', 'fitness center']}",C
1760e62a728c0ad47d6e335e86b79959,What could a balalaika be needed for?,intersection,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['jerusalem', 'jewish community', 'middle east', 'city', 'mosque']}",E
cb161c4130c8411b87e1cfada7b1e393,Where can someone keep a digital file?,free,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['interesting', 'fun', 'joyful or painful', 'very important', 'free']}",C
4c71b0e5cbd0f9fcc0c4086c49552c65,What is love when everyone keeps feeling it?,people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['circus', 'carnival', 'surprise', 'spoons', 'party']}",A
64ce22ee28a83119363b83a83de1ae92,Diving off a cliff for a cartoon character often ends in comedic what?,eating dinner,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['feel cold', 'feel pressure', 'feel bumpy', 'itches', 'feel clammy']}",C
390eef19c5f2b7fbd42f56cf036e1fd3,A blowfish lives free. He lives on his own. Where does he live?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['loss of heat', 'revenge', 'expansion', 'relaxation', 'calm down']}",C
7914facfac0229988dbd1f08de595257,What can someone feeling happiness fall into?,book,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['admiration', 'applaud', 'make reservations', 'experience', 'sleep']}",A
c12a904025471139df4f8860cc380c60,When you plant a garden you can harvest what to eat?,telling many people about,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['joining', 'put together', 'stitch', 'heal', 'paste']}",D
6ed5fecfcd524d8317379bb30a4d0155,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,attack,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fish market', 'pet shop', 'great outdoors', 'river', 'little mermaid']}",C
d923f289af795f322c3c6fe6b8885c0c,John just made first violin.  This is  is a position on what?,master,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['suffering', 'he was happy', 'avoid problems', 'unhappy', 'end pain']}",A
55c17eb249ff43ec63757244502701e6,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",dictionary,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cook dinner', 'study french cooking', 'taste sauce', 'prepare food', 'thin sauce']}",B
8b88ad5408773ff4d936ba9abb4e581f,Where would a lizard surprise a person?,shore,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['theater', 'refrigerator', 'bakery', 'grocery store', 'oven']}",B
78cc94259c69fe5860663cfb709e12d0,Where would you find a seafood restaurant in the east coast of North America?,ficus,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cross street', 'stand upright', 'speak spanish', 'speak chinese', 'further education']}",A
3bcd4b0b209629532c51f3819104d1dc,Someone lacking immortality will one day be?,cable,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['appreciation of nature', 'become educated', 'excitement', 'increased knowledge', 'see things differently']}",A
6bdb0431fa12fbdc5d641044379eec7b,"John moved away from his family.  He was a bit upset that he had to do it, but he needed the job.  Still, he would have preferred it if the job were what?",human,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['low lands', 'new york', 'forest', 'louisiana', 'everglades']}",A
b4a8d7e89ea6e3bf9e208a75a13fee6a,"The judge did not take this part of the job lightly, the man was guilty but it was his passing sentence that condemned the man to what?",snake,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['from the sky', 'map', 'cross counties by car', 'country', 'michigan']}",C
42d7d7be21fa10c33349698467034f8c,Joe bought a ficus.  He thought it would look good in what part of his home?,eyes,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['get hungry', 'laughter', 'injury', 'having fun', 'feeling happy']}",B
313b72ce5b14f3d0b86b91c7bc6497be,"The turkey needed to be kept from spoiling, what is useful in this situation?",cake,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['the sun', 'catch cold', 'prepare to go', 'feel humiliated', 'hunt for food']}",C
145f1ccce9aeab854f6514f927f58288,What is the worst outcome of an injury?,dying,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['disorientation', 'due to', 'meeting new people', 'getting somewhere', 'relocation']}",E
99a48d64cd006ffea87cfa90b70a1779,"A common saying, Sam thought, was to go forth, also this.",playing soccer,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['drop out of school', 'ask questions', 'enter school', 'wash dishes', 'read book']}",D
ec398d60c4a7775e89f2a4516c248619,What is likely to happen to someone's speech after becoming inebriated?,going for run,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['kitchen', 'pantry', 'containing pots and pans', 'in a flight', 'mexico']}",C
d6503fc1f87e3e2caeb7bf8e16526e0f,"John was stuck in his house.  He couldn't get out the door.  He was very frightened when the smoke detectors went off, but luckily it was a false alarm.  Why might he be stuck?",dream,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['person', 'species', 'artichoke', 'all mammals', 'live animal']}",E
6aa6caa33c91e2a08bc2e18a1d4da225,"The king was to meet an ambassador, where would the meet?",peanut butter,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['nuclear power plant', 'center', 'basement', 'main office', 'bowel of the ship']}",E
f82c73e2c114c3cb73242c615ada8121,What type of person typically contracts illness?,test,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['theater', 'computer', 'opera', 'television', 'concert']}",E
a163c604a97a9e2a24e80ee2b688cd1a,"The person put on lotion, what did they want?",company,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['terrible', 'little', 'halloween', 'small', 'horrible']}",D
d1f93aa2d6cc775b48703a0c07e3e9ae,"David hurt all over. He was tired, he was shaking, and he was in pain.  He hadn't gotten what he needed in a long time.  He was suffering from what?",doing housework,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['coal or wood', 'fire', 'lava', 'house', 'solar energy']}",C
ca9a3ccfb140aa66816f96ac983b6d9f,what can years of playing tennis lead to?,house,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['brain problems', 'laziness', 'get fat', 'headache', 'laughter']}",C
eea25e5cd3cd9ed7f1456ed15e10f4c5,Where would a ticket help you to get to a different country?,traveling,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['orchestra', 'school band', 'music store', 'opera house', 'home']}",C
d1d80f91dc752e4cc436c2f388b0825a,"It was a vast complex, the launch pad was just one part of what?",fox,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['middle east', 'asia minor', 'asia', 'provide meat', 'balkan peninsula']}",D
21db09783c773fed677cd5ec3b71eecf,"John had a lot of respect for Jill, but not many other people did.  She faced a lot of what?",football field,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['istanbul', 'animal', 'antique shop', 'human being', 'bedroom']}",E
8e488bdeb73407ee3b5607c5e8199c4c,The city's community garden was demolished for yet another what?,horse,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['bowl of soup', 'serving dish', 'table setting', 'placemat', 'glass of iced tea']}",D
aa3ad08cfe609df6c1024ad7a0665d94,Bob needs a level to hang a shelf but cant find one in his home. Where would he go to get one?,shower,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['south', 'georgia', 'north carolina', 'pocket', 'medicine cabinet']}",D
916af9792844a1ac869cf5201e46b4e4,"People want to explore space, so what should they use to do it?",letters,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['electric locomotive', 'electric typewriter', 'multi-coloured walrus', 'electric refrigerator', 'electric drill']}",A
e6d99b4b76f74961a400ad0001b13b73,"Sometimes fighting inflation isn't even what, because it is so negligible?",fire extinguisher,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fly', 'milk cows', 'eat', 'answering questions', 'fail to work']}",C
80470c5f592040322c50914bb4129d64,"While laid up in the hospital she tried remembering good times, like that massage on vacation that brought great what?",watching television,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['sitting down', 'refusing', 'saving money', 'sit down', 'go outdoors']}",B
ee17387dd4b07989289d3bb52af6e1bd,What would an adult man do to get ready for work?,living,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['gain weight', 'late for work', 'heartburn', 'bad breath', 'early for work']}",B
c4dcfeacbbc2d365a6fc34d8811e4ed6,"When eating everything on the tasting menu, what does one tend to feel?",student,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['found', 'destroy', 'construct', 'fix', 'produce']}",B
0033056483ba6423535f0d693d09c4cf_1,"The electric motor powered many important things, including one if almost every house. Name this item?",competing,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['toy store', 'bar', 'casino', 'table', 'family room']}",A
88aead3f822edc2bb05a62bef6553af4,"The new play was the go to performance of the year, all the crowds would stand and what?",expressway,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['infect', 'reproduce', 'mutate', 'eat food', 'make computer malfunction']}",B
621d52d498adeb41ecb372b53b0fcaa1,How do geese normally get from place to place?,skiing,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cook dinner', 'eat', 'go back to work', 'make food', 'get food']}",C
46ca6bd9f49dbd1c50f741d57e992f2c,"I am looking to buy honey right from an apiary, where should I go?",glass of milk,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['frustration', 'being annoyed', 'delays', 'irritation', 'out of order']}",B
30a3764982ed3215cd8f4f1f81ce5aa8,What is made out of only one piece?,turkey,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['train station', 'house', 'cupboard', 'cricket stadium', 'surface of earth']}",E
1d07feee00546a112dec6217c2bb8211,"The detective had to analyse all the clues, every little thing at the scene he had to what?",listening,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['chicago', 'street', 'little italy', 'food court', 'capital cities']}",A
b050548eda5c0aa847542a5e5f2226ea,"Bill did not abandon the fight, but did what to the enemy?",boredom,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['make breakfast', 'go hiking', 'pack or bag', 'light fire', 'grab a match']}",C
5f53f5fd4074208a09a46dd5a3c2ee10,What could contain no more than around 100 people?,call,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['artist junkyard', 'music store', 'singing', 'symphony', 'orchestra']}",D
657c52a84e83a56056cd40fb6c95eafb,To properly instruct children attending school you would need a great deal of what?,farmer,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ignoring', 'being rude', 'disparagement', 'contumely', 'uncertainty']}",C
fd272d7673c56e94484618c94ebdfa53,Dancing for a long time will lead you to become what?,driving car,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['georgia', 'tree', 'nature', 'under the rocks', 'france']}",E
9f84a7225b5da1e119ae54919f38ba79,"John joined the army because he wanted to see the world.  When the fighting started, he only saw what sort of things?",punching,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['nailed', 'carved', 'polished', 'eat cake', 'petrify']}",A
ade492ecf38a64f428826a487dc6f1af,"A large container was a dime a dozen, there were hundreds of rows of them in the giant what?",dog,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['train station', 'cathedral', 'metro station', 'fairgrounds', 'amusement park']}",E
ae46592ede161cf74ae015d6ba85ef56,"What is a great, but non-specific, overall benefit of exercise?",pencil,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': [""you're bored"", 'pass time', 'relax', 'mentally challenged', 'win']}",C
3fe45ab3bd4a844ea290050fc0ece8c1,Where is small knight likely to be found?,learning language,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['headache', 'understand themselves', 'compliments', 'own house', 'happiness']}",D
89586c4ab04f3133a2c7165322409c3d,"When they got out of the car in the mountains he felt like he was breathing fresh air for the first time, he began to do what to enjoy it more?",curiosity,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['addiction', 'fatigue', 'relaxation', 'headaches', 'over eating']}",C
186b8452b77887245e8a03b50763e5d9,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['weak', 'fragile', 'forceless', 'regular', 'flimsy']}",C
00d675d8b7ea2de39fe153c6436f1dcd,Sometimes it felt like being able to pay bills was the only reason he was actively what?,weather,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['violin case', 'symphony orchestra', 'class', 'learning to play violin', 'music store']}",A
da4ea6b5495e1c759091a8cb855d922f,what happens to a company when it is bankrupt?,shopping bag,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['sun', 'sky', 'candle', 'house', 'lamp']}",D
371f22b6bf7c922f4f3a3ed182992656,Where do you put your grapes just before checking out?,oxygen,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['corrupt', 'applied', 'dirty', 'contaminated', 'fresh']}",C
91fdc7b432e6044463a85f55c4415105,Where is a likely place to view an old copy machine?,lover,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['home', 'hardware store', 'home', 'hot room', 'office']}",D
6dc921840aa1e5dda3333b79007f630b,"The man uses grooming before a job interview, what is he trying to portray?",getting wet,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['mail box', 'suitcase', 'front door', 'bowl', 'post office']}",A
b2c3a4d4c013ec6251bcfd92f35063d6,Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?,people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['bus stop', 'street corner', 'roadblock', 'fast food drive thru', 'city']}",A
c70ff170a6f133cad91ea2d9dfc4ce0d,"The parents thought their children should learn teamwork, what were they signed up for?",skin,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['practice', 'dexterity', 'idle time', 'knowledge of music', 'conductor']}",D
cd82b8028c5eebd83fe699a378081a27,Where would you see people in uniform playing with a ball?,learn,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['desire', 'spending money', 'money', 'needs', 'time']}",D
aa55b7f6b2b2c627ea7d95b621a0ffbf,Where is a tabby cat likely to be happiest?,tower,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cars', 'city street', 'street corner', 'fork in road', 'at a red light']}",A
17d74e68f303b16a0be1eac1bd83b75c,If you're traveling along a highway what item made of paper can you use to find your way?,going to party,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['refrigerator', 'fridge', 'freezer', 'oven', 'bought at store']}",D
419a6fdbcf61d9aab8d74aad67c6fb0e,"Riding bike through rough terrain can be dangerous, one could find themselves what?",traveling,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['excitement', 'fatigue', 'anger', 'hurting', 'getting tired']}",C
47a1390e08509d9faf6784178d81a7db,Where would a person keep a book while it's being read?,playing tennis,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['battle field', 'museum', 'weapon', 'canon', 'tornado']}",D
66f10fa8ef8528be1e1657203fb22cd7,Who is likely going in to a market?,curiosity,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['radio station', 'recording studio', 'concert', 'tv studio', 'new york']}",A
262f98d1eb715b2dcc208f0bf5a50a40,Where can someone view a county highway as a line?,launching platform,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['become depressed', 'welcome change', 'thank god', 'experiences', 'pay bills']}",E
35c3f9787f43626188837159ca86c8f2,What do you need to have before buying products?,water spout,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['having appointements', 'being late', 'have time to think', 'time consuming', 'impatience']}",A
be8a6042c28c545dc971b4340b675365,"Two friends wanted to spend a quiet evening together, what did they go see?",passing sentence,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['complimentary', 'inelegant', 'ocean', 'dull', 'inaccurate']}",D
442dd2d372228b9942f55d761ef961a3,"The spoiled child's playroom was massive, but only one of many rooms in the what?",wood,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['side', 'main', 'anterior', 'current', 'front']}",C
c59b184974e5f820763bd901a62a5473,Where could a printer be used by thousands of people?,away,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['violence', 'falling down', 'vomiting', 'vomiting', 'lower standards']}",D
585a194bba23870f6a636068f081de00,"To learn must have the right book, to work efficiently what must one have?",common,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['mail orders', 'demand satisfaction', 'place money on counter', 'pay merchants with money', 'spend money']}",E
946ba9d7088272f0a81647ac1c347d03,Where do you put a new dining table?,chest,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['shopping cart', 'cashier', 'shopping mall', 'supermarket', 'bookstore']}",D
cf9904211d9c602da9e41be0e3b24aff,"The body guard was good at his duties, he made the person who hired him what?",strong,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['trash can', 'honey', 'bouquet of flowers', 'rose garden', 'field of flowers']}",B
a6398650d5858aa8669a25212ed4f6cc,What is likely to be the goal of telling many people about a new organization?,lizard,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': [""dog's mouth"", 'floor', 'garage', 'trouble', 'nature']}",C
72ef2d003d1e0b0fb5c0b7e8ed4a1435,Where would a Martian find the Indian Ocean?,applying for job,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['bike', 'downtown', 'building', 'tool storage', 'car']}",D
